state,zip,plan,gender,company,rate_type,rate_min,rate_max,hhd_std_min,hhd_std_max,hhd_rm_min,hhd_rm_max,phone,website,address
TX,78401,G,MALE,Old Surety Life Insurance Company,ISSUE_AGE,180.04,180.04,167.44,167.44,167.44,167.44,800-272-5466,http://www.oldsurety.com/,"5201 N Lincoln Blvd, Oklahoma City, OK 73105"
TX,78401,G,MALE,Atlantic Capital Life Assurance Company (Standard),ATTAINED_AGE,180.51,180.51,,,167.87,167.87,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
TX,78401,G,MALE,USAA Life Insurance Company,ATTAINED_AGE,180.88,180.88,171.84,171.84,171.84,171.84,800-531-8722,https://www.usaa.com/inet/wc/insurance-health-medicare,"9800 Fredericksburg Rd. San Antonio, TX 78288"
TX,78401,G,MALE,LifeShield National Insurance Company,ATTAINED_AGE,183.18,183.18,,,170.36,170.36,800-851-5041,https://www.lifeshieldnational.com/,"5500 N Western Avenue, Suite 200, Oklahoma City, OK 73118"
TX,78401,G,MALE,Wisconsin Physicians Service Insurance Corporation,ATTAINED_AGE,185.36,185.36,172.38,172.38,172.38,172.38,888-915-5108,https://www.wpshealth.com/,"1717 W. Broadway P.O. Box 8190, Madison, WI 53708-8190"
TX,78401,G,MALE,Bankers Life (Underwritten by Washington National Insurance Company),ATTAINED_AGE,186.3,186.3,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
TX,78401,G,MALE,HealthSpring Insurance Company,ATTAINED_AGE,187.09,187.09,,,,,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
TX,78401,G,MALE,Insurance Company of North America,ATTAINED_AGE,187.33,187.33,,,174.22,174.22,215-640-1000,https://www.chubb.com/microsites/ace-medicare-supplement.html,436 Walnut Street
TX,78401,G,MALE,Medico Life and Health Insurance Company (Standard I),ATTAINED_AGE,190.82,190.82,,,167.92,167.92,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0387"
TX,78401,G,MALE,State Farm Mutual Automobile Insurance Company,ATTAINED_AGE,192.95,192.95,,,,,800-782-8332,https://www.statefarm.com/insurance/health/medicare-supplemental,"One State Farm Plaza, Bloomington, IL 61710"
TX,78401,G,MALE,Physicians Select Insurance Company,ATTAINED_AGE,202.69,202.69,,,180.17,180.17,800-325-6300,https://www.physiciansmutual.com/cs/products/medsup/medsup.html,"2600 Dodge Street, Omaha, Nebraska 68131"
TX,78401,G,MALE,WoodmenLife,ATTAINED_AGE,206.36,206.36,,,185.72,185.72,1-866-236-0029,https://www.woodmenlife.org/insurance/medicare-supplement-insurance/,"1700 Farnam Street, Omaha, NE 68102"
TX,78401,G,MALE,AFLAC,ATTAINED_AGE,206.65,206.65,,,185.98,185.98,866-990-2668,https://www.aflac.com/individuals,"Aflac Tier One, PO Box 14863, Lexington, KY 40512-4863"
TX,78401,G,MALE,Lumos Insurance,ATTAINED_AGE,213.03,213.03,,,198.12,198.12,800-752-8328,https://www.lumosinsurance.com/life-health,"2701 North Main Street, Crossville, TN 38555"
TX,78401,G,MALE,American Benefit Life Insurance Company,ATTAINED_AGE,214.43,214.43,,,192.99,192.99,833-504-0331,https://lbig.com/,"1605 LBJ Freeway, Suite 700 Dallas, Texas 75234"
TX,78401,G,MALE,Medico Life and Health Insurance Company (Standard II),ATTAINED_AGE,216.84,216.84,,,190.82,190.82,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0387"
TX,78401,G,MALE,BlueCross BlueShield of Texas,ATTAINED_AGE,217.26,217.26,,,195.53,195.53,312-653-6000,http://www.hcsc.com/,"300 East Randolph Street Chicago, IL  60601-5099"
TX,78401,G,MALE,Humana (Emphesys Insurance Company),ATTAINED_AGE,218.92,218.92,,,192.41,192.41,877-426-1269,https://www.humana.com/medicare/medicare-supplement-plans?kc=0321046030,"P.O. Box 14611 Lexington, KY 40512-4613"
TX,78401,G,MALE,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ATTAINED_AGE,229.75,229.75,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
TX,78401,G,MALE,AARP - UnitedHealthcare Insurance Company (Standard),COMMUNITY_RATED,230.71,230.71,192.56,192.56,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
TX,78401,G,MALE,Mutual of Omaha (Mutual of Omaha Insurance Company),ATTAINED_AGE,247.98,247.98,,,218.22,218.22,855-977-6312,https://www.mutualofomaha.com/medicaregov/,"3300 Mutual of Omaha Plaza, Omaha, NE 68175"
TX,78401,G,MALE,United American Insurance Company,ATTAINED_AGE,251,251,,,,,800-331-2512,https://www2.unitedamerican.com/,"3700 S Stonebridge Dr, McKinney, TX 75070"
TX,78401,G,MALE,Aetna Health Insurance Company,ATTAINED_AGE,259.98,259.98,241.78,241.78,241.78,241.78,800-358-8749 ,https://www.aetnamedicare.com/,"PO Box 14088 Lexington, KY 40513"
TX,78401,G,MALE,HealthSpring Insurance Company (Standard II),ATTAINED_AGE,280.64,280.64,,,,,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
TX,78401,G,MALE,Guarantee Trust Life Insurance Company,ATTAINED_AGE,284.94,284.94,,,264.99,264.99,800-338-7452,https://www.gtlic.com/,"1275 Milwaukee Avenue Glenview, IL 60025"
TX,78401,G,MALE,GPM Health and Life Insurance Company,ATTAINED_AGE,296.44,296.44,,,275.69,275.69,866-242-7573,https://www.gpmhealthandlife.com/wps/portal/home/products/medicare-supplement,"2211 N.E. Loop 410 San Antonio, TX 78217-4630"
TX,78401,G,MALE,AARP - UnitedHealthcare Insurance Company (Level 2),COMMUNITY_RATED,707.59,707.59,636.63,636.63,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
TX,78401,G,FEMALE,Atlantic Capital Life Assurance Company (Preferred),ATTAINED_AGE,124.65,124.65,,,115.92,115.92,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
TX,78401,G,FEMALE,New Era Life Insurance Company,ATTAINED_AGE,137.79,137.79,,,,,877-417-7555,http://www.neweralife.com/,"P.O. Box 4884, Houston, TX 77210-4884"
TX,78401,G,FEMALE,Texas Farm Bureau Health Plans,ATTAINED_AGE,140.58,140.58,,,,,888-708-0123,https://www.mhinsurance.com/,"323 E James M Campbell Blvd, Columbia, TN 38401"
TX,78401,G,FEMALE,Nassau Life Insurance Company,ATTAINED_AGE,148.25,148.25,,,,,860-403-5000,https://www.nsre.com/,"One American Row, Hartford, CT  06103"
TX,78401,G,FEMALE,Physicians Select Insurance Company (Innovative),ATTAINED_AGE,148.59,148.59,,,132.08,132.08,800-325-6300,https://www.physiciansmutual.com/cs/products/medsup/medsup.html,"2600 Dodge Street, Omaha, Nebraska 68131"
TX,78401,G,FEMALE,Medico Life and Health Insurance Company (Preferred),ATTAINED_AGE,150.84,150.84,,,132.74,132.74,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0387"
TX,78401,G,FEMALE,Atlantic Capital Life Assurance Company (Standard),ATTAINED_AGE,157.26,157.26,,,146.25,146.25,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
TX,78401,G,FEMALE,LifeShield National Insurance Company,ATTAINED_AGE,159.29,159.29,,,148.14,148.14,800-851-5041,https://www.lifeshieldnational.com/,"5500 N Western Avenue, Suite 200, Oklahoma City, OK 73118"
TX,78401,G,FEMALE,HealthSpring Insurance Company,ATTAINED_AGE,162.69,162.69,,,,,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
TX,78401,G,FEMALE,Old Surety Life Insurance Company,ISSUE_AGE,163.67,163.67,152.21,152.21,,,800-272-5466,http://www.oldsurety.com/,"5201 N Lincoln Blvd, Oklahoma City, OK 73105"
TX,78401,G,FEMALE,Insurance Company of North America,ATTAINED_AGE,165.75,165.75,,,154.15,154.15,215-640-1000,https://www.chubb.com/microsites/ace-medicare-supplement.html,436 Walnut Street
TX,78401,G,FEMALE,Medico Life and Health Insurance Company (Standard I),ATTAINED_AGE,165.93,165.93,,,146.02,146.02,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0387"
TX,78401,G,FEMALE,Bankers Life (Underwritten by Washington National Insurance Company),ATTAINED_AGE,167.77,167.77,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
TX,78401,G,FEMALE,Wisconsin Physicians Service Insurance Corporation,ATTAINED_AGE,168.5,168.5,156.7,156.7,,,888-915-5108,https://www.wpshealth.com/,"1717 W. Broadway P.O. Box 8190, Madison, WI 53708-8190"
TX,78401,G,FEMALE,WoodmenLife,ATTAINED_AGE,179.44,179.44,,,161.5,161.5,1-866-236-0029,https://www.woodmenlife.org/insurance/medicare-supplement-insurance/,"1700 Farnam Street, Omaha, NE 68102"
TX,78401,G,FEMALE,AFLAC,ATTAINED_AGE,180.41,180.41,,,162.37,162.37,866-990-2668,https://www.aflac.com/individuals,"Aflac Tier One, PO Box 14863, Lexington, KY 40512-4863"
TX,78401,G,FEMALE,USAA Life Insurance Company,ATTAINED_AGE,180.88,180.88,171.84,171.84,,,800-531-8722,https://www.usaa.com/inet/wc/insurance-health-medicare,"9800 Fredericksburg Rd. San Antonio, TX 78288"
TX,78401,G,FEMALE,Physicians Select Insurance Company,ATTAINED_AGE,183.38,183.38,,,163,163,800-325-6300,https://www.physiciansmutual.com/cs/products/medsup/medsup.html,"2600 Dodge Street, Omaha, Nebraska 68131"
TX,78401,G,FEMALE,American Benefit Life Insurance Company,ATTAINED_AGE,186.47,186.47,,,167.82,167.82,833-504-0331,https://lbig.com/,"1605 LBJ Freeway, Suite 700 Dallas, Texas 75234"
TX,78401,G,FEMALE,Medico Life and Health Insurance Company (Standard II),ATTAINED_AGE,188.56,188.56,,,165.93,165.93,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0387"
TX,78401,G,FEMALE,State Farm Mutual Automobile Insurance Company,ATTAINED_AGE,188.87,188.87,,,,,800-782-8332,https://www.statefarm.com/insurance/health/medicare-supplemental,"One State Farm Plaza, Bloomington, IL 61710"
TX,78401,G,FEMALE,Lumos Insurance,ATTAINED_AGE,193.69,193.69,,,180.13,180.13,800-752-8328,https://www.lumosinsurance.com/life-health,"2701 North Main Street, Crossville, TN 38555"
TX,78401,G,FEMALE,BlueCross BlueShield of Texas,ATTAINED_AGE,193.95,193.95,,,174.56,174.56,312-653-6000,http://www.hcsc.com/,"300 East Randolph Street Chicago, IL  60601-5099"
TX,78401,G,FEMALE,Humana (Emphesys Insurance Company),ATTAINED_AGE,196.63,196.63,,,172.79,172.79,877-426-1269,https://www.humana.com/medicare/medicare-supplement-plans?kc=0321046030,"P.O. Box 14611 Lexington, KY 40512-4613"
TX,78401,G,FEMALE,AARP - UnitedHealthcare Insurance Company (Standard),COMMUNITY_RATED,204.48,204.48,170.63,170.63,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
TX,78401,G,FEMALE,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ATTAINED_AGE,206.88,206.88,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
TX,78401,G,FEMALE,Mutual of Omaha (Mutual of Omaha Insurance Company),ATTAINED_AGE,215.65,215.65,,,189.77,189.77,855-977-6312,https://www.mutualofomaha.com/medicaregov/,"3300 Mutual of Omaha Plaza, Omaha, NE 68175"
TX,78401,G,FEMALE,United American Insurance Company,ATTAINED_AGE,218,218,,,,,800-331-2512,https://www2.unitedamerican.com/,"3700 S Stonebridge Dr, McKinney, TX 75070"
TX,78401,G,FEMALE,Aetna Health Insurance Company,ATTAINED_AGE,225.99,225.99,210.17,210.17,,,800-358-8749 ,https://www.aetnamedicare.com/,"PO Box 14088 Lexington, KY 40513"
TX,78401,G,FEMALE,HealthSpring Insurance Company (Standard II),ATTAINED_AGE,244.03,244.03,,,,,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
TX,78401,G,FEMALE,Guarantee Trust Life Insurance Company,ATTAINED_AGE,254.41,254.41,,,236.6,236.6,800-338-7452,https://www.gtlic.com/,"1275 Milwaukee Avenue Glenview, IL 60025"
TX,78401,G,FEMALE,GPM Health and Life Insurance Company,ATTAINED_AGE,257.77,257.77,,,239.73,239.73,866-242-7573,https://www.gpmhealthandlife.com/wps/portal/home/products/medicare-supplement,"2211 N.E. Loop 410 San Antonio, TX 78217-4630"
TX,78401,G,FEMALE,AARP - UnitedHealthcare Insurance Company (Level 2),COMMUNITY_RATED,627.61,627.61,564.64,564.64,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
TX,78401,N,MALE,Atlantic Capital Life Assurance Company (Preferred),ATTAINED_AGE,109.08,109.08,,,101.44,101.44,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
TX,78401,N,MALE,Bankers Life (Underwritten by Washington National Insurance Company),ATTAINED_AGE,116.94,116.94,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
TX,78401,N,MALE,Texas Farm Bureau Health Plans,ATTAINED_AGE,119.04,119.04,,,,,888-708-0123,https://www.mhinsurance.com/,"323 E James M Campbell Blvd, Columbia, TN 38401"
TX,78401,N,MALE,Nassau Life Insurance Company,ATTAINED_AGE,122.2,122.2,,,,,860-403-5000,https://www.nsre.com/,"One American Row, Hartford, CT  06103"
TX,78401,N,MALE,New Era Life Insurance Company,ATTAINED_AGE,122.28,122.28,,,,,877-417-7555,http://www.neweralife.com/,"P.O. Box 4884, Houston, TX 77210-4884"
TX,78401,N,MALE,Insurance Company of North America,ATTAINED_AGE,124.75,124.75,,,116.02,116.02,215-640-1000,https://www.chubb.com/microsites/ace-medicare-supplement.html,436 Walnut Street
TX,78401,N,MALE,HealthSpring Insurance Company,ATTAINED_AGE,126.09,126.09,,,,,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
TX,78401,N,MALE,Medico Life and Health Insurance Company (Preferred),ATTAINED_AGE,127.35,127.35,,,112.07,112.07,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0387"
TX,78401,N,MALE,State Farm Mutual Automobile Insurance Company,ATTAINED_AGE,133.79,133.79,,,,,800-782-8332,https://www.statefarm.com/insurance/health/medicare-supplemental,"One State Farm Plaza, Bloomington, IL 61710"
TX,78401,N,MALE,LifeShield National Insurance Company,ATTAINED_AGE,136.52,136.52,,,126.96,126.96,800-851-5041,https://www.lifeshieldnational.com/,"5500 N Western Avenue, Suite 200, Oklahoma City, OK 73118"
TX,78401,N,MALE,Atlantic Capital Life Assurance Company (Standard),ATTAINED_AGE,137.59,137.59,,,127.96,127.96,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
TX,78401,N,MALE,Medico Life and Health Insurance Company (Standard I),ATTAINED_AGE,140.08,140.08,,,123.27,123.27,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0387"
TX,78401,N,MALE,Lumos Insurance,ATTAINED_AGE,140.16,140.16,,,130.35,130.35,800-752-8328,https://www.lumosinsurance.com/life-health,"2701 North Main Street, Crossville, TN 38555"
TX,78401,N,MALE,AFLAC,ATTAINED_AGE,141.16,141.16,,,127.04,127.04,866-990-2668,https://www.aflac.com/individuals,"Aflac Tier One, PO Box 14863, Lexington, KY 40512-4863"
TX,78401,N,MALE,WoodmenLife,ATTAINED_AGE,143.71,143.71,,,129.34,129.34,1-866-236-0029,https://www.woodmenlife.org/insurance/medicare-supplement-insurance/,"1700 Farnam Street, Omaha, NE 68102"
TX,78401,N,MALE,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ATTAINED_AGE,144.14,144.14,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
TX,78401,N,MALE,USAA Life Insurance Company,ATTAINED_AGE,150.11,150.11,142.6,142.6,142.6,142.6,800-531-8722,https://www.usaa.com/inet/wc/insurance-health-medicare,"9800 Fredericksburg Rd. San Antonio, TX 78288"
TX,78401,N,MALE,American Benefit Life Insurance Company,ATTAINED_AGE,154.21,154.21,,,138.79,138.79,833-504-0331,https://lbig.com/,"1605 LBJ Freeway, Suite 700 Dallas, Texas 75234"
TX,78401,N,MALE,Wisconsin Physicians Service Insurance Corporation,ATTAINED_AGE,156.34,156.34,145.4,145.4,145.4,145.4,888-915-5108,https://www.wpshealth.com/,"1717 W. Broadway P.O. Box 8190, Madison, WI 53708-8190"
TX,78401,N,MALE,Medico Life and Health Insurance Company (Standard II),ATTAINED_AGE,159.19,159.19,,,140.09,140.09,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0387"
TX,78401,N,MALE,Humana (Emphesys Insurance Company),ATTAINED_AGE,163.62,163.62,,,143.75,143.75,877-426-1269,https://www.humana.com/medicare/medicare-supplement-plans?kc=0321046030,"P.O. Box 14611 Lexington, KY 40512-4613"
TX,78401,N,MALE,Mutual of Omaha (Mutual of Omaha Insurance Company),ATTAINED_AGE,173.21,173.21,,,152.42,152.42,855-977-6312,https://www.mutualofomaha.com/medicaregov/,"3300 Mutual of Omaha Plaza, Omaha, NE 68175"
TX,78401,N,MALE,BlueCross BlueShield of Texas,ATTAINED_AGE,176.45,176.45,,,158.8,158.8,312-653-6000,http://www.hcsc.com/,"300 East Randolph Street Chicago, IL  60601-5099"
TX,78401,N,MALE,GPM Health and Life Insurance Company,ATTAINED_AGE,178.05,178.05,,,165.59,165.59,866-242-7573,https://www.gpmhealthandlife.com/wps/portal/home/products/medicare-supplement,"2211 N.E. Loop 410 San Antonio, TX 78217-4630"
TX,78401,N,MALE,Aetna Health Insurance Company,ATTAINED_AGE,178.51,178.51,166.01,166.01,166.01,166.01,800-358-8749 ,https://www.aetnamedicare.com/,"PO Box 14088 Lexington, KY 40513"
TX,78401,N,MALE,Guarantee Trust Life Insurance Company,ATTAINED_AGE,180.93,180.93,,,168.26,168.26,800-338-7452,https://www.gtlic.com/,"1275 Milwaukee Avenue Glenview, IL 60025"
TX,78401,N,MALE,HealthSpring Insurance Company (Standard II),ATTAINED_AGE,189.14,189.14,,,,,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
TX,78401,N,MALE,AARP - UnitedHealthcare Insurance Company (Standard),COMMUNITY_RATED,197.77,197.77,165.02,165.02,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
TX,78401,N,MALE,United American Insurance Company,ATTAINED_AGE,279,279,,,,,800-331-2512,https://www2.unitedamerican.com/,"3700 S Stonebridge Dr, McKinney, TX 75070"
TX,78401,N,MALE,AARP - UnitedHealthcare Insurance Company (Level 2),COMMUNITY_RATED,573.74,573.74,516.16,516.16,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
TX,78401,N,FEMALE,Atlantic Capital Life Assurance Company (Preferred),ATTAINED_AGE,95.11,95.11,,,88.45,88.45,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
TX,78401,N,FEMALE,Bankers Life (Underwritten by Washington National Insurance Company),ATTAINED_AGE,105.35,105.35,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
TX,78401,N,FEMALE,Nassau Life Insurance Company,ATTAINED_AGE,106.32,106.32,,,,,860-403-5000,https://www.nsre.com/,"One American Row, Hartford, CT  06103"
TX,78401,N,FEMALE,Texas Farm Bureau Health Plans,ATTAINED_AGE,106.36,106.36,,,,,888-708-0123,https://www.mhinsurance.com/,"323 E James M Campbell Blvd, Columbia, TN 38401"
TX,78401,N,FEMALE,New Era Life Insurance Company,ATTAINED_AGE,108.22,108.22,,,,,877-417-7555,http://www.neweralife.com/,"P.O. Box 4884, Houston, TX 77210-4884"
TX,78401,N,FEMALE,HealthSpring Insurance Company,ATTAINED_AGE,109.65,109.65,,,,,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
TX,78401,N,FEMALE,Insurance Company of North America,ATTAINED_AGE,110.42,110.42,,,102.69,102.69,215-640-1000,https://www.chubb.com/microsites/ace-medicare-supplement.html,436 Walnut Street
TX,78401,N,FEMALE,Medico Life and Health Insurance Company (Preferred),ATTAINED_AGE,110.74,110.74,,,97.45,97.45,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0387"
TX,78401,N,FEMALE,LifeShield National Insurance Company,ATTAINED_AGE,118.72,118.72,,,110.41,110.41,800-851-5041,https://www.lifeshieldnational.com/,"5500 N Western Avenue, Suite 200, Oklahoma City, OK 73118"
TX,78401,N,FEMALE,Atlantic Capital Life Assurance Company (Standard),ATTAINED_AGE,119.92,119.92,,,111.53,111.53,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
TX,78401,N,FEMALE,Medico Life and Health Insurance Company (Standard I),ATTAINED_AGE,121.81,121.81,,,107.19,107.19,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0387"
TX,78401,N,FEMALE,AFLAC,ATTAINED_AGE,123.24,123.24,,,110.92,110.92,866-990-2668,https://www.aflac.com/individuals,"Aflac Tier One, PO Box 14863, Lexington, KY 40512-4863"
TX,78401,N,FEMALE,WoodmenLife,ATTAINED_AGE,124.97,124.97,,,112.47,112.47,1-866-236-0029,https://www.woodmenlife.org/insurance/medicare-supplement-insurance/,"1700 Farnam Street, Omaha, NE 68102"
TX,78401,N,FEMALE,Lumos Insurance,ATTAINED_AGE,127.32,127.32,,,118.41,118.41,800-752-8328,https://www.lumosinsurance.com/life-health,"2701 North Main Street, Crossville, TN 38555"
TX,78401,N,FEMALE,State Farm Mutual Automobile Insurance Company,ATTAINED_AGE,128.44,128.44,,,,,800-782-8332,https://www.statefarm.com/insurance/health/medicare-supplemental,"One State Farm Plaza, Bloomington, IL 61710"
TX,78401,N,FEMALE,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ATTAINED_AGE,129.84,129.84,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
TX,78401,N,FEMALE,American Benefit Life Insurance Company,ATTAINED_AGE,134.1,134.1,,,120.69,120.69,833-504-0331,https://lbig.com/,"1605 LBJ Freeway, Suite 700 Dallas, Texas 75234"
TX,78401,N,FEMALE,Medico Life and Health Insurance Company (Standard II),ATTAINED_AGE,138.42,138.42,,,121.81,121.81,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0387"
TX,78401,N,FEMALE,Wisconsin Physicians Service Insurance Corporation,ATTAINED_AGE,142.13,142.13,132.18,132.18,,,888-915-5108,https://www.wpshealth.com/,"1717 W. Broadway P.O. Box 8190, Madison, WI 53708-8190"
TX,78401,N,FEMALE,Humana (Emphesys Insurance Company),ATTAINED_AGE,146.96,146.96,,,129.08,129.08,877-426-1269,https://www.humana.com/medicare/medicare-supplement-plans?kc=0321046030,"P.O. Box 14611 Lexington, KY 40512-4613"
TX,78401,N,FEMALE,USAA Life Insurance Company,ATTAINED_AGE,150.11,150.11,142.6,142.6,,,800-531-8722,https://www.usaa.com/inet/wc/insurance-health-medicare,"9800 Fredericksburg Rd. San Antonio, TX 78288"
TX,78401,N,FEMALE,Mutual of Omaha (Mutual of Omaha Insurance Company),ATTAINED_AGE,150.63,150.63,,,132.55,132.55,855-977-6312,https://www.mutualofomaha.com/medicaregov/,"3300 Mutual of Omaha Plaza, Omaha, NE 68175"
TX,78401,N,FEMALE,GPM Health and Life Insurance Company,ATTAINED_AGE,154.81,154.81,,,143.97,143.97,866-242-7573,https://www.gpmhealthandlife.com/wps/portal/home/products/medicare-supplement,"2211 N.E. Loop 410 San Antonio, TX 78217-4630"
TX,78401,N,FEMALE,Aetna Health Insurance Company,ATTAINED_AGE,155.1,155.1,144.24,144.24,,,800-358-8749 ,https://www.aetnamedicare.com/,"PO Box 14088 Lexington, KY 40513"
TX,78401,N,FEMALE,BlueCross BlueShield of Texas,ATTAINED_AGE,157.55,157.55,,,141.8,141.8,312-653-6000,http://www.hcsc.com/,"300 East Randolph Street Chicago, IL  60601-5099"
TX,78401,N,FEMALE,Guarantee Trust Life Insurance Company,ATTAINED_AGE,161.55,161.55,,,150.24,150.24,800-338-7452,https://www.gtlic.com/,"1275 Milwaukee Avenue Glenview, IL 60025"
TX,78401,N,FEMALE,HealthSpring Insurance Company (Standard II),ATTAINED_AGE,164.47,164.47,,,,,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
TX,78401,N,FEMALE,AARP - UnitedHealthcare Insurance Company (Standard),COMMUNITY_RATED,175.2,175.2,146.15,146.15,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
TX,78401,N,FEMALE,United American Insurance Company,ATTAINED_AGE,243,243,,,,,800-331-2512,https://www2.unitedamerican.com/,"3700 S Stonebridge Dr, McKinney, TX 75070"
TX,78401,N,FEMALE,AARP - UnitedHealthcare Insurance Company (Level 2),COMMUNITY_RATED,508.69,508.69,457.62,457.62,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
TX,79101,G,MALE,Atlantic Capital Life Assurance Company (Preferred),ATTAINED_AGE,130.02,130.02,,,120.92,120.92,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
TX,79101,G,MALE,Texas Farm Bureau Health Plans,ATTAINED_AGE,149.49,149.49,,,,,888-708-0123,https://www.mhinsurance.com/,"323 E James M Campbell Blvd, Columbia, TN 38401"
TX,79101,G,MALE,Nassau Life Insurance Company,ATTAINED_AGE,149.75,149.75,,,,,860-403-5000,https://www.nsre.com/,"One American Row, Hartford, CT  06103"
TX,79101,G,MALE,New Era Life Insurance Company,ATTAINED_AGE,151.57,151.57,,,,,877-417-7555,http://www.neweralife.com/,"P.O. Box 4884, Houston, TX 77210-4884"
TX,79101,G,MALE,Physicians Select Insurance Company (Innovative),ATTAINED_AGE,156.02,156.02,,,138.68,138.68,800-325-6300,https://www.physiciansmutual.com/cs/products/medsup/medsup.html,"2600 Dodge Street, Omaha, Nebraska 68131"
TX,79101,G,MALE,LifeShield National Insurance Company,ATTAINED_AGE,162.41,162.41,,,151.04,151.04,800-851-5041,https://www.lifeshieldnational.com/,"5500 N Western Avenue, Suite 200, Oklahoma City, OK 73118"
